job_ID,skill,job_title,company_name,location,job_category
3476290437,Git,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476290437,TypeScript,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476296602,JavaScript,Senior Automation Tester,EPAM Anywhere,"Ghaziabad, Uttar Pradesh, India",QA/Testing
3476296602,TypeScript,Senior Automation Tester,EPAM Anywhere,"Ghaziabad, Uttar Pradesh, India",QA/Testing
3476296602,Java,Senior Automation Tester,EPAM Anywhere,"Ghaziabad, Uttar Pradesh, India",QA/Testing
3476296602,Kubernetes,Senior Automation Tester,EPAM Anywhere,"Ghaziabad, Uttar Pradesh, India",QA/Testing
3476296602,Docker,Senior Automation Tester,EPAM Anywhere,"Ghaziabad, Uttar Pradesh, India",QA/Testing
3476296602,CI/CD,Senior Automation Tester,EPAM Anywhere,"Ghaziabad, Uttar Pradesh, India",QA/Testing
3476402124,Git,Senior Automation Tester,EPAM Anywhere,"Gurugram, Haryana, India",QA/Testing
3476402124,GCP,Senior Automation Tester,EPAM Anywhere,"Gurugram, Haryana, India",QA/Testing
3476402124,Docker,Senior Automation Tester,EPAM Anywhere,"Gurugram, Haryana, India",QA/Testing
3476402124,Python,Senior Automation Tester,EPAM Anywhere,"Gurugram, Haryana, India",QA/Testing
3476293150,JavaScript,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476293150,Node.js,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476293150,React,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476293150,JIRA,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476293150,AWS,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476293150,CI/CD,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476293150,PostgreSQL,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476296487,JavaScript,Lead Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476296487,TypeScript,Lead Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476296487,Java,Lead Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476296487,Kubernetes,Lead Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476296487,Docker,Lead Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476296487,CI/CD,Lead Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476400008,JavaScript,Lead Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476400008,TypeScript,Lead Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476400008,Java,Lead Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476400008,Kubernetes,Lead Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476400008,Docker,Lead Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476400008,CI/CD,Lead Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3477339962,MS Office,Studio Manager,PTW,"Mumbai, Maharashtra, India",Other
3476296603,JavaScript,Senior Automation Tester,EPAM Anywhere,"Gurugram, Haryana, India",QA/Testing
3476296603,TypeScript,Senior Automation Tester,EPAM Anywhere,"Gurugram, Haryana, India",QA/Testing
3476296603,Java,Senior Automation Tester,EPAM Anywhere,"Gurugram, Haryana, India",QA/Testing
3476296603,Kubernetes,Senior Automation Tester,EPAM Anywhere,"Gurugram, Haryana, India",QA/Testing
3476296603,Docker,Senior Automation Tester,EPAM Anywhere,"Gurugram, Haryana, India",QA/Testing
3476296603,CI/CD,Senior Automation Tester,EPAM Anywhere,"Gurugram, Haryana, India",QA/Testing
3476400576,Git,Senior Automation Tester,EPAM Anywhere,"Ghaziabad, Uttar Pradesh, India",QA/Testing
3476400576,GCP,Senior Automation Tester,EPAM Anywhere,"Ghaziabad, Uttar Pradesh, India",QA/Testing
3476400576,Docker,Senior Automation Tester,EPAM Anywhere,"Ghaziabad, Uttar Pradesh, India",QA/Testing
3476400576,Python,Senior Automation Tester,EPAM Anywhere,"Ghaziabad, Uttar Pradesh, India",QA/Testing
3476299127,JavaScript,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476299127,TypeScript,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476299127,Java,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476299127,Kubernetes,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476299127,Docker,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476299127,CI/CD,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476294743,JavaScript,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476294743,TypeScript,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476294743,Java,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476294743,Kubernetes,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476294743,Docker,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476294743,CI/CD,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476531892,Jenkins,Salesforce CPQ Administrator,"Cloudely, Inc","Chennai, Tamil Nadu, India",Other
3476531892,Salesforce,Salesforce CPQ Administrator,"Cloudely, Inc","Chennai, Tamil Nadu, India",Other
3476531892,Git,Salesforce CPQ Administrator,"Cloudely, Inc","Chennai, Tamil Nadu, India",Other
3476289821,Node.js,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476289821,React,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476289821,Python,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476289821,Jenkins,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476289821,JIRA,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476289821,AWS,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476289821,Confluence,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476291369,AWS,Senior Automation Tester,EPAM Anywhere,"Ghaziabad, Uttar Pradesh, India",QA/Testing
3470522885,Java,Data Scientist,ClearML,"Delhi, India",Data Professional
3470522885,Kubernetes,Data Scientist,ClearML,"Delhi, India",Data Professional
3470522885,Deep Learning,Data Scientist,ClearML,"Delhi, India",Data Professional
3470522885,Scala,Data Scientist,ClearML,"Delhi, India",Data Professional
3470522885,Python,Data Scientist,ClearML,"Delhi, India",Data Professional
3470522885,Machine Learning,Data Scientist,ClearML,"Delhi, India",Data Professional
3470522885,Pandas,Data Scientist,ClearML,"Delhi, India",Data Professional
3476297401,Azure,.NET Development Team Lead,EPAM Anywhere,"Patna, Bihar, India",Other
3476297401,Kubernetes,.NET Development Team Lead,EPAM Anywhere,"Patna, Bihar, India",Other
3476297401,React,.NET Development Team Lead,EPAM Anywhere,"Patna, Bihar, India",Other
3476297401,Angular,.NET Development Team Lead,EPAM Anywhere,"Patna, Bihar, India",Other
3476297401,Docker,.NET Development Team Lead,EPAM Anywhere,"Patna, Bihar, India",Other
3476297401,AWS,.NET Development Team Lead,EPAM Anywhere,"Patna, Bihar, India",Other
3476296839,Azure,Senior Developer,EPAM Anywhere,"Patna, Bihar, India",Developer
3476296839,React,Senior Developer,EPAM Anywhere,"Patna, Bihar, India",Developer
3476296839,Angular,Senior Developer,EPAM Anywhere,"Patna, Bihar, India",Developer
3476296839,ASP.NET,Senior Developer,EPAM Anywhere,"Patna, Bihar, India",Developer
3476296839,AWS,Senior Developer,EPAM Anywhere,"Patna, Bihar, India",Developer
3476296839,CI/CD,Senior Developer,EPAM Anywhere,"Patna, Bihar, India",Developer
3476292894,Redis,.NET Team Lead,EPAM Anywhere,"Gurugram, Haryana, India",Other
3476292894,Azure,.NET Team Lead,EPAM Anywhere,"Gurugram, Haryana, India",Other
3476292894,Kubernetes,.NET Team Lead,EPAM Anywhere,"Gurugram, Haryana, India",Other
3476292894,React,.NET Team Lead,EPAM Anywhere,"Gurugram, Haryana, India",Other
3476292894,Angular,.NET Team Lead,EPAM Anywhere,"Gurugram, Haryana, India",Other
3476292894,Docker,.NET Team Lead,EPAM Anywhere,"Gurugram, Haryana, India",Other
3476292894,Git,.NET Team Lead,EPAM Anywhere,"Gurugram, Haryana, India",Other
3476292894,ASP.NET,.NET Team Lead,EPAM Anywhere,"Gurugram, Haryana, India",Other
3476292894,AWS,.NET Team Lead,EPAM Anywhere,"Gurugram, Haryana, India",Other
3476292894,CI/CD,.NET Team Lead,EPAM Anywhere,"Gurugram, Haryana, India",Other
3476293101,Azure,Lead Developer,EPAM Anywhere,"Hyderabad, Telangana, India",Developer
3476293101,React,Lead Developer,EPAM Anywhere,"Hyderabad, Telangana, India",Developer
3476293101,Angular,Lead Developer,EPAM Anywhere,"Hyderabad, Telangana, India",Developer
3476293101,ASP.NET,Lead Developer,EPAM Anywhere,"Hyderabad, Telangana, India",Developer
3476293101,AWS,Lead Developer,EPAM Anywhere,"Hyderabad, Telangana, India",Developer
3476293866,JavaScript,Lead Automation Tester,EPAM Anywhere,"Gurugram, Haryana, India",QA/Testing
3476293866,TypeScript,Lead Automation Tester,EPAM Anywhere,"Gurugram, Haryana, India",QA/Testing
3476293866,Java,Lead Automation Tester,EPAM Anywhere,"Gurugram, Haryana, India",QA/Testing
3476293866,Kubernetes,Lead Automation Tester,EPAM Anywhere,"Gurugram, Haryana, India",QA/Testing
3476293866,Docker,Lead Automation Tester,EPAM Anywhere,"Gurugram, Haryana, India",QA/Testing
3476293866,CI/CD,Lead Automation Tester,EPAM Anywhere,"Gurugram, Haryana, India",QA/Testing
3476402183,Azure,Senior Scrum Master,EPAM Anywhere,"Kanpur, Uttar Pradesh, India",Project Manager
3476401197,Azure,Senior Developer,EPAM Anywhere,"Visakhapatnam, Andhra Pradesh, India",Developer
3476401197,React,Senior Developer,EPAM Anywhere,"Visakhapatnam, Andhra Pradesh, India",Developer
3476401197,Angular,Senior Developer,EPAM Anywhere,"Visakhapatnam, Andhra Pradesh, India",Developer
3476401197,AWS,Senior Developer,EPAM Anywhere,"Visakhapatnam, Andhra Pradesh, India",Developer
3476401197,PostgreSQL,Senior Developer,EPAM Anywhere,"Visakhapatnam, Andhra Pradesh, India",Developer
3476297432,JavaScript,Senior Test Automation Engineer,EPAM Anywhere,"Gurugram, Haryana, India",Other
3476293955,JavaScript,Senior Test Automation Engineer,EPAM Anywhere,"Jaipur, Rajasthan, India",Other
3476293955,CI/CD,Senior Test Automation Engineer,EPAM Anywhere,"Jaipur, Rajasthan, India",Other
3476297483,Node.js,Lead Test Automation Engineer,EPAM Anywhere,"Gurugram, Haryana, India",Other
3476297483,Terraform,Lead Test Automation Engineer,EPAM Anywhere,"Gurugram, Haryana, India",Other
3476297483,Jenkins,Lead Test Automation Engineer,EPAM Anywhere,"Gurugram, Haryana, India",Other
3476297483,JIRA,Lead Test Automation Engineer,EPAM Anywhere,"Gurugram, Haryana, India",Other
3476297483,Python,Lead Test Automation Engineer,EPAM Anywhere,"Gurugram, Haryana, India",Other
3476297483,Ansible,Lead Test Automation Engineer,EPAM Anywhere,"Gurugram, Haryana, India",Other
3477659747,R,Data Engineer,Uplers,"Noida, Uttar Pradesh, India",Data Professional
3477659747,Java,Data Engineer,Uplers,"Noida, Uttar Pradesh, India",Data Professional
3477659747,Hadoop,Data Engineer,Uplers,"Noida, Uttar Pradesh, India",Data Professional
3477659747,Cassandra,Data Engineer,Uplers,"Noida, Uttar Pradesh, India",Data Professional
3477659747,Spark,Data Engineer,Uplers,"Noida, Uttar Pradesh, India",Data Professional
3477659747,Oracle,Data Engineer,Uplers,"Noida, Uttar Pradesh, India",Data Professional
3477659747,Scala,Data Engineer,Uplers,"Noida, Uttar Pradesh, India",Data Professional
3477659747,Python,Data Engineer,Uplers,"Noida, Uttar Pradesh, India",Data Professional
3477659747,AWS,Data Engineer,Uplers,"Noida, Uttar Pradesh, India",Data Professional
3476290348,Java,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476290348,React,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476290348,Angular,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476290348,Python,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476290348,Jenkins,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476290348,JIRA,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476290348,Docker,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476290348,Git,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476290348,AWS,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476290348,Ansible,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476293179,Java,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476293179,React,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476293179,Angular,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476293179,Python,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476293179,Jenkins,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476293179,JIRA,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476293179,Docker,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476293179,Git,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476293179,AWS,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476293179,Ansible,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476297242,JavaScript,Lead Automation Tester,EPAM Anywhere,"Ghaziabad, Uttar Pradesh, India",QA/Testing
3476297242,TypeScript,Lead Automation Tester,EPAM Anywhere,"Ghaziabad, Uttar Pradesh, India",QA/Testing
3476297242,Java,Lead Automation Tester,EPAM Anywhere,"Ghaziabad, Uttar Pradesh, India",QA/Testing
3476297242,Kubernetes,Lead Automation Tester,EPAM Anywhere,"Ghaziabad, Uttar Pradesh, India",QA/Testing
3476297242,Docker,Lead Automation Tester,EPAM Anywhere,"Ghaziabad, Uttar Pradesh, India",QA/Testing
3476297242,CI/CD,Lead Automation Tester,EPAM Anywhere,"Ghaziabad, Uttar Pradesh, India",QA/Testing
3476397931,Kubernetes,Product Support Engineer,Uplers,India,Support
3476397931,Terraform,Product Support Engineer,Uplers,India,Support
3476397931,GitLab,Product Support Engineer,Uplers,India,Support
3476400189,Jenkins,Senior Test Automation Engineer,EPAM Anywhere,"Ghaziabad, Uttar Pradesh, India",Other
3476400189,JavaScript,Senior Test Automation Engineer,EPAM Anywhere,"Ghaziabad, Uttar Pradesh, India",Other
3477603820,JavaScript,Web Designer- Shopify,Uplers,"Bengaluru, Karnataka, India",Designer
3477603820,PHP,Web Designer- Shopify,Uplers,"Bengaluru, Karnataka, India",Designer
3477603820,Azure,Web Designer- Shopify,Uplers,"Bengaluru, Karnataka, India",Designer
3477603820,MySQL,Web Designer- Shopify,Uplers,"Bengaluru, Karnataka, India",Designer
3477603820,React,Web Designer- Shopify,Uplers,"Bengaluru, Karnataka, India",Designer
3477603820,Laravel,Web Designer- Shopify,Uplers,"Bengaluru, Karnataka, India",Designer
3477603820,Git,Web Designer- Shopify,Uplers,"Bengaluru, Karnataka, India",Designer
3477603820,AWS,Web Designer- Shopify,Uplers,"Bengaluru, Karnataka, India",Designer
3477603820,Google Cloud,Web Designer- Shopify,Uplers,"Bengaluru, Karnataka, India",Designer
3476296309,TypeScript,Lead Automation Tester (JS),EPAM Anywhere,"Ghaziabad, Uttar Pradesh, India",QA/Testing
3476293057,AWS,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476294835,Azure,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476294835,Python,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476294835,JIRA,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476294835,Git,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476294835,AWS,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476294835,Ruby,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476294304,Azure,Lead .NET Developer,EPAM Anywhere,"Lucknow, Uttar Pradesh, India",Developer
3476294304,React,Lead .NET Developer,EPAM Anywhere,"Lucknow, Uttar Pradesh, India",Developer
3476294304,Angular,Lead .NET Developer,EPAM Anywhere,"Lucknow, Uttar Pradesh, India",Developer
3476294304,Git,Lead .NET Developer,EPAM Anywhere,"Lucknow, Uttar Pradesh, India",Developer
3476294304,AWS,Lead .NET Developer,EPAM Anywhere,"Lucknow, Uttar Pradesh, India",Developer
3476290869,Azure,Lead.NET Developer,EPAM Anywhere,"Patna, Bihar, India",Developer
3476290869,Kubernetes,Lead.NET Developer,EPAM Anywhere,"Patna, Bihar, India",Developer
3476290869,React,Lead.NET Developer,EPAM Anywhere,"Patna, Bihar, India",Developer
3476290869,Angular,Lead.NET Developer,EPAM Anywhere,"Patna, Bihar, India",Developer
3476290869,Git,Lead.NET Developer,EPAM Anywhere,"Patna, Bihar, India",Developer
3476290869,ASP.NET,Lead.NET Developer,EPAM Anywhere,"Patna, Bihar, India",Developer
3476290869,AWS,Lead.NET Developer,EPAM Anywhere,"Patna, Bihar, India",Developer
3476290869,CI/CD,Lead.NET Developer,EPAM Anywhere,"Patna, Bihar, India",Developer
3476289773,JavaScript,Lead Automation Tester,EPAM Anywhere,"Chennai, Tamil Nadu, India",QA/Testing
3476289788,JIRA,Lead Automation Tester,EPAM Anywhere,"Chennai, Tamil Nadu, India",QA/Testing
3476902063,Salesforce,Customer Support - Team Lead,Experience.com,"Chennai, Tamil Nadu, India",Other
3476292227,Kubernetes,Senior Automation Tester,EPAM Anywhere,"Gurugram, Haryana, India",QA/Testing
3476292227,Docker,Senior Automation Tester,EPAM Anywhere,"Gurugram, Haryana, India",QA/Testing
3476292227,Python,Senior Automation Tester,EPAM Anywhere,"Gurugram, Haryana, India",QA/Testing
3469052612,Oracle,Data Modeler,tekgeekers,"Bengaluru, Karnataka, India",Other
3469052612,Snowflake,Data Modeler,tekgeekers,"Bengaluru, Karnataka, India",Other
3469052612,Oracle Cloud,Data Modeler,tekgeekers,"Bengaluru, Karnataka, India",Other
3476293239,JavaScript,Senior Automation Tester,EPAM Anywhere,"Ghaziabad, Uttar Pradesh, India",QA/Testing
3476293239,Git,Senior Automation Tester,EPAM Anywhere,"Ghaziabad, Uttar Pradesh, India",QA/Testing
3476293239,TypeScript,Senior Automation Tester,EPAM Anywhere,"Ghaziabad, Uttar Pradesh, India",QA/Testing
3476296236,Jenkins,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476296236,Git,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476296236,Python,Senior Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476298378,JavaScript,Lead Automation Tester (JS),EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476298378,TypeScript,Lead Automation Tester (JS),EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476403150,Azure,Senior Scrum Master,EPAM Anywhere,"Ghaziabad, Uttar Pradesh, India",Project Manager
3476297678,Python,Senior Automation Tester,EPAM Anywhere,"Gurugram, Haryana, India",QA/Testing
3476297678,Jenkins,Senior Automation Tester,EPAM Anywhere,"Gurugram, Haryana, India",QA/Testing
3476297678,Git,Senior Automation Tester,EPAM Anywhere,"Gurugram, Haryana, India",QA/Testing
3476297678,Docker,Senior Automation Tester,EPAM Anywhere,"Gurugram, Haryana, India",QA/Testing
3476297678,CI/CD,Senior Automation Tester,EPAM Anywhere,"Gurugram, Haryana, India",QA/Testing
3476293075,JavaScript,Senior Automation Tester,EPAM Anywhere,"Gurugram, Haryana, India",QA/Testing
3476293075,Git,Senior Automation Tester,EPAM Anywhere,"Gurugram, Haryana, India",QA/Testing
3476293075,AWS,Senior Automation Tester,EPAM Anywhere,"Gurugram, Haryana, India",QA/Testing
3476290183,JavaScript,Lead Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3476290183,Git,Lead Automation Tester,EPAM Anywhere,"Delhi, Delhi, India",QA/Testing
3477659861,Python,System Administrator,HuntingCube Recruitment Solutions,"Hyderabad, Telangana, India",Other
3476288976,JavaScript,Senior Automation Tester,EPAM Anywhere,"Ghaziabad, Uttar Pradesh, India",QA/Testing
